Altitude_ft,ISA_Deviation_K,N2_RPM,Degradation_Index,Fuel_Flow_kgs,P2_Pa,T2_K,P3_Pa,T3_K,W3_kgs,P4_Pa,T4_K,P5_Pa,T5_K,P9_Pa,T9_K,Mach_9,Stall_Margin
10000.0,0.0,20000.0,0.2,0.16428571428571428,69680.54869120053,268.33799999999997,85324.96891927485,273.82849294797336,0.27289173986100557,81911.97016250386,1328.5714,12286.795524375579,1261.7906010771346,69680.54869120053,1261.7906010771346,0.0,0.770505225096464
10000.0,0.0,28000.0,0.2,0.21000000000000002,69680.54869120053,268.33799999999997,114770.76933126347,282.0682159168533,0.5138938401019707,110179.93855801292,1420.0,16526.99078370194,1250.974383812345,69680.54869120053,1250.974383812345,0.0,0.822346340272979
10000.0,0.0,33000.0,0.2,0.2385714285714286,69680.54869120053,268.33799999999997,133174.6175583157,286.2946076508278,0.7027799793344961,127847.63285598306,1477.1428,19177.144928397458,1253.3506643974838,69680.54869120053,1253.3506643974838,0.0,0.8449753840303439
10000.0,0.0,35000.0,0.2,0.25,69680.54869120053,268.33799999999997,140536.11388481528,287.83911875409774,0.7865746063451611,134914.66932942267,1500.0,20237.2003994134,1255.6017905154351,69680.54869120053,1255.6017905154351,0.0,0.8525437493384863
10000.0,0.0,20000.0,0.5,0.16428571428571428,69680.54869120053,268.33799999999997,85324.96891927485,273.82849294797336,0.27289173986100557,81911.97016250386,1328.5714,12286.795524375579,1262.6005751654031,69680.54869120053,1262.6005751654031,0.0,0.7617160635044137
10000.0,0.0,28000.0,0.5,0.21000000000000002,69680.54869120053,268.33799999999997,114770.76933126347,282.0682159168533,0.5138938401019707,110179.93855801292,1420.0,16526.99078370194,1252.9905937469123,69680.54869120053,1252.9905937469123,0.0,0.8155425830919442
10000.0,0.0,33000.0,0.5,0.2385714285714286,69680.54869120053,268.33799999999997,133174.6175583157,286.2946076508278,0.7027799793344961,127847.63285598306,1477.1428,19177.144928397458,1255.9977201886109,69680.54869120053,1255.9977201886109,0.0,0.8390382710783145
10000.0,0.0,35000.0,0.5,0.25,69680.54869120053,268.33799999999997,140536.11388481528,287.83911875409774,0.7865746063451611,134914.66932942267,1500.0,20237.2003994134,1258.4837292511056,69680.54869120053,1258.4837292511056,0.0,0.8468964886748539
10000.0,0.0,20000.0,0.8,0.16428571428571428,69680.54869120053,268.33799999999997,85324.96891927485,273.82849294797336,0.27289173986100557,81911.97016250386,1328.5714,12286.795524375579,1263.4107616747622,69680.54869120053,1263.4107616747622,0.0,0.7522268801926426
10000.0,0.0,28000.0,0.8,0.21000000000000002,69680.54869120053,268.33799999999997,114770.76933126347,282.0682159168533,0.5138938401019707,110179.93855801292,1420.0,16526.99078370194,1255.0081251480867,69680.54869120053,1255.0081251480867,0.0,0.8081969337460482
